URL,Title,Price,Location,Description,Attributes,Property Type,Rooms,Den Included,Number of Bathrooms,Latitude,Longitude,Parking Included,Utilities Included,Pet Friendly,Size (sqft),Furnished,Building Name,Distance from Hospital,Distance from Police Station,Distance to Nearest Store,Distance to Nearest Pharmacy,Walk Score,Transit Score,Bike Score,Time to Nearest Hospital,Time to Nearest Police Station,Time to Nearest Store,Time to Nearest Pharmacy
https://www.kijiji.ca/v-apartments-condos/dartmouth/room-for-rent-in-shared-house-all-bills-included-ocean-views/1689220232,Room for rent in shared house. All bills included. Ocean views,900,"Dartmouth, NS B2W 4L8","Looking for a tenant (preferably female) to rent a large fully furnished room with queen bed, desk and built in closet. In a shared house with two other tenants.
Ocean views from the living room, all bills included, access to a lovely yard.
Shared spaces include living room, kitchen, bathroom and laundry room.
No pets, no couples. Just one person.
$450 security deposit, move in 1st April.","Parking Included: 1; Agreement Type: Month-to-month; Move-In Date: April 1, 2024; Pet Friendly: No; Parking Included: 1; Utilities Included: Hydro, Heat, Water | Size (sqft): 1,000; Furnished: Yes; Air Conditioning: No; Smoking Permitted: No",House,1,0,1,44.6751448,-63.4995012,1,1,0,"1,000",1,,7041,10851,910,6553,22,31,,694,1305,158,810
https://www.kijiji.ca/v-apartments-condos/bedford/1-bedroom-apartment-for-rent-all-inclusive/1689295288,1 Bedroom Apartment for rent (all inclusive)!,1700,"32 Doyle Park Road, Hubley, NS","Beautifully renovated cozy 1 bedroom apartment in a 140 year old farm house in Hubley, with partial views of Five island lake and on the rails to trail. Peaceful haven surrounded with nature, only 15 min drive to the Halifax peninsula and 5 min drive to amenities in both Tantallon and Timberlea. Rent is $1700 per month all inclusive (all utilities, laundry (shared), parking and internet included in the rent) available starting April 1st. With your own seperate entrance and driveway. Renovation includes fresh paint, floors, heat pump, new plumbing, insulation, electrical, windows and washroom fixtures. Retaining some of the original character of the house, but with modern comfort. Animals accepted within reason. Not on a bus route, so own transportation is needed. on a one acre property, owner open to sharing yard for bombfires, gardening... Note: For anyone concerned about the ceiling height or the angled walls, the ceilings are over 8 feet high (higher than your average ceiling height) and the roof line is very steep, so you still have lots of head room and space, even if you are on the taller side, including for the shower.","Parking Included: 1; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Yes; Parking Included: 1; Utilities Included: Hydro, Heat, Water | Size (sqft): 450; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",Apartment,1,0,1,44.6761959,-63.810405,1,1,1,450,0,,21675,21237,18120,17651,70,47,,1380,1322,874,936
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/21-069-nice-semi-detached-home-on-quiet-cul-de-sac-halifax/1683435941,"21-069 Nice semi detached home on quiet cul-de-sac, Halifax",1975,"Frances Court, Halifax, NS, B3R 2R4","This well-maintained, semi-detached home is located on a quiet cul-de-sac in the family friendly Green Acres subdivision about 20 minutes from downtown Halifax and near Herring Cove Village. Lots of hiking trails, public transit, and grocery stores nearby. There are 3 good-sized bedrooms and a 4-piece bathroom upstairs, spacious living and dining rooms and bright kitchen on the main floor. The lower level has a great rec room, laundry and plenty of storage space. Ductless heat pumps provide efficient heating and cooling. Many newer windows and doors. Utilities are extra. No smokers Please. Prefer no pets.Available now for a minimum of one year.Halifax Quality Homes for Rent Ltd.Tel: 902-445-4952For a complete list of available houses, flats and condos visit us at:www.HalifaxQualityHomes.com","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: No; Parking Included: 2 | Size (sqft): Not Available; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,3,1,1,44.5939237,-63.6234094,2,0,0,Not Available,0,,9043,8899,3599,2870,89,65,80,1107,1049,443,430
https://www.kijiji.ca/v-apartments-condos/dartmouth/fully-renovated-2-bedroom-bungalow-downtown-dartmouth/1687631248,Fully Renovated 2 Bedroom Bungalow Downtown Dartmouth!,1950,"20A Pleasant Street, Dartmouth, NS, B2Y 3P2","Available April 1st - This sweet 2 Bedroom, 1 Bath bungalow with private drive and small yard is tucked away in great Downtown Dartmouth location on Pleasant Street! You will love all the recent renovations & modern finishes throughout. This detached bungalow is small but mighty - the bedrooms are a good size, lovely bathroom, modern kitchen with stainless steel appliances, gorgeous flooring & tiles and open concept with lots of coziness too. Walking distance to Hawthorn Elementary, all downtown amenties, bus stop and Tim Horton's is only a stones throw away!$1950.00 per month + utilities*No smoking, one pet upon approval","Parking Included: 1; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Yes; Parking Included: 1 | Size (sqft): Not Available; Furnished: No; Air Conditioning: No; Smoking Permitted: No",House,2,0,1,44.6688309,-63.56191,1,0,1,Not Available,0,,2285,5101,2771,768,13,36,19,306,665,415,174
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/windsor-st-all-inclusive-ht-hw-lights-parking/1689177062,"Windsor st- All Inclusive,ht,hw,lights,parking",1350,"3511 Windsor St., Halifax, NS, B3K 5G6","3511 WINDSOR STAll Inclusive- hardwood floors. Large 1 Bdrm. unit in 6 unit house. The house has two units on each floor and each two units share one bathroom. Main level unit, , and own entrance. It has a large kitchen (large enough to make it kitchen living room combination) with full size fridge and stove. There is also a large bedroom. The bathroom is located in a hallway between the two units. The rent is $1,350 per month includes your heat (which you control) your hot water, your lights and cold water. If you travel by bus this is on an excellent bus route with bus stop in front of the house. To view or for more information call or text Joe at 902-233-1299.","Parking Included: 1; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: No; Parking Included: 1; Utilities Included: Hydro, Heat, Water | Size (sqft): Not Available; Furnished: No; Air Conditioning: No; Smoking Permitted: Outdoors only",Apartment,1,0,1,44.6609824,-63.6156802,1,1,0,Not Available,0,,3244,3570,1221,1667,91,62,80,472,552,167,236
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apartment-for-rent-200-willet-street/1684246974,1 Bedroom Apartment for Rent - 200 Willet Street,2008,"200 Willet Street, Halifax, NS, B3M 3C5",Property Amenities Suite Amenities,"Parking Included: 0; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: No; Parking Included: 0 | Size (sqft): 747; Furnished: No; Air Conditioning: No; Smoking Permitted: No",Apartment,1,0,1,44.6562544,-63.6499743,0,0,0,747,0,,7758,8438,1231,1108,84,60,50,941,882,233,184
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-beds-1-bath-house-for-rent/1689281489,3 Beds 1 Bath House For Rent,2700,"Halifax, NS B3N 2E1","3 Bedroom + den, 1 bathroom located in Fairview Move-in Date: May 1st 2024. Rent is $2,700 plus electricity. Main floor has a heat pump to cut down on heating costs. Unit will be rented on a 1 year fixed term basis. In-suite laundry. Unit comes unfurnished. Pet Friendly: If you have a dog, it needs to be friendly with other pups, as there is a friendly dog living in the attached unit which frequents the yard! Amenities in close proximity:
- Atlantic Superstore
- Goodlife gym
- Chain of Lakes Trail System
- Halifax Shopping Center
- Shoppers Drug Mart
- Bayers Road Center
- Excellent restaurants (Aster CafÃ©, Ala Eh! Eatery, Sushi Jet, Freeman's, Rinaldo's pickup)
-Several elementary/high schools nearby for families
-Bowlarama Bowling Alley
-Giant Tiger The house is located beside the 102 highway, and close to Dunbrack Street, and the Bedford Highway; making it ideal for the every day commuter. A french drain and sump pump were installed in the basement in November, providing a lot of dry storage for your belongings. Parking: One off street parking spot, and ample on street parking by house If interested, send the following things to this email. Facebook blanks out any full email addresses so we had to add a space before the @ sign. Remove before emailing. nm.mcproperties @gmail.com. - Paragraph about yourself
- Your occupation
- Reason for leaving previous rental If selected the following items will be required - Previous landlord references
- Letter of employment. If not currently employed due to moving etc., we may be able to work something else out.","Parking Included: 3+; Agreement Type: 1 Year; Move-In Date: May 1, 2024; Pet Friendly: Yes; Parking Included: 3+; Utilities Included: Water | Size (sqft): 1,250; Furnished: No; Air Conditioning: No; Smoking Permitted: No",House,3,1,1,44.6494159,-63.6380177,3+,1,1,"1,250",0,,5270,5596,1499,877,70,51,41,791,733,232,119
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-house-available-may-1st/1689309711,3 Bedroom house available May 1st,2500,"Flamingo Dr, Halifax, NS B3M","Located on Springfield Lake, Middle Sackville
Nice size and Bright. 3 Bedroom, 2 Bath, one level home
To view please call Rita at 902-488-3988","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: May 1, 2024; Pet Friendly: Yes; Parking Included: 2 | Size (sqft): 1,500; Furnished: No; Air Conditioning: No; Smoking Permitted: Outdoors only",House,3,0,2,44.6723677,-63.6523664,2,0,1,"1,500",0,,7097,7685,1676,1633,50,55,38,852,793,262,261
https://www.kijiji.ca/v-apartments-condos/bedford/basinview-bedford-4-beds-2-5-bath-detached-with-dual-garage/1689305955,Basinview Bedford 4 beds 2.5 bath detached with dual garage,3000,"Bisley Court, Bedford, NS","Available April 15, 2024 or May 1, 2024 Quiet 4-bedroom detached house located near Basinview Dr.
10 minutes walk to Sobeys Millcove, DeWolf Park, Papermill Park and Basinview Elementary School. 2 car garage with more space on the driveway. The rent is $3000.
Tenant pays all utilities Please reply to this ad with a bit about yourself. This home would suit a family or a group of mature working adults","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: April 15, 2024; Pet Friendly: Yes; Parking Included: 2 | Size (sqft): 2,000; Furnished: No; Air Conditioning: No; Smoking Permitted: Outdoors only",House,4,0,2.5,44.7175196,-63.681673,2,0,1,"2,000",0,,18308,14600,5061,3032,58,52,33,1307,1287,465,385
https://www.kijiji.ca/v-apartments-condos/bedford/house-for-rent-elmsdale/1688486064,House for rent Elmsdale,2750,"534 NS-2, Elmsdale, NS B2S 1A3","3 Beds 1 Bath - House
532 HWY-2, East Hants, NS B2S 1A3, Canada For rent in Elmsdale.
Bright, spacious 3 bedroom apartment.
Washer, dryer, fridge, stove and dishwasher. Ample parking. Additional storage available in basement. Shared shed. Covered deck. Large property with gardens. Walking distance to Elmsdale Elementary.(5minutes). Just 10 minutes to Hwy 102 and the Airport. Thirty minutes to HRM, 35 to Truro.
Heat and hot water included. Pet friendly with prior approval. No smoking inside.
Snow removal and lawn care included.
Tenant is responsible for power (approx $100. -125. mth) and proof of tenants insurance will be required. References required. Available 30 April 2024. $2750 (heat, hot water, lawn care, no electricity) OR $2400 and utilities /lawn care not paid for.","Parking Included: 3+; Agreement Type: 1 Year; Move-In Date: April 30, 2024; Pet Friendly: Yes; Parking Included: 3+; Utilities Included: Heat | Size (sqft): 1; Furnished: No; Air Conditioning: No; Smoking Permitted: Outdoors only | Barrier-free Entrances and Ramps: No; Visual Aids: No; Accessible Washrooms in Suite: Yes",House,3,0,1,44.957368,-63.5212925,3+,1,1,1,0,,40446,40024,33609,35706,66,35,34,1723,1977,1424,1485
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/shared-accommodations-1-bedroom-on-seaside-beautiful-views/1689155416,"Shared accommodations - 1 bedroom on Seaside, beautiful views",700,"Portuguese Cove, NS B3V 1K2","Bedroom with water views, double bed, with wifi, furnished, washer and dryer(shared), . utilities included, Roku TV, cable, Beautiful views, star lite nights. No pets, No Smoking. Must have secure income. Parking included. 1 bedroom plus rec room. Must have vehicle, not on bus route. 15 mins from Armdale rotary. Best for 1 single person. Shared accommodations. Come enjoy life on the seaside in the country. Bbq , large deck over looking the ocean, glass table with umbrella and chairs. Lounge chairs on deck also.","Parking Included: 1; Agreement Type: 1 Year; Move-In Date: March 29, 2024; Pet Friendly: No; Parking Included: 1; Utilities Included: Hydro, Heat, Water | Size (sqft): 900; Furnished: Yes; Air Conditioning: No; Smoking Permitted: No",House,1,0,1,44.5139813,-63.5356651,1,1,0,900,1,,20117,19973,14186,13563,29,38,21,1671,1579,961,932
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/full-7-bedroom-house-june-1-2024-1375-each-per-month/1686717258,FULL 7 BEDROOM HOUSE - JUNE 1 2024 - $1375 EACH PER MONTH,1375,"1686 Robie St, Halifax, NS, B3H 3E7","Available June 1 2024! Rent this beautiful 7 bedroom house from June 1 2024 to April 30 2025. Located on the corner of Jubilee and Robie St. 5 miunte walk to DAL and Downtown Halifax.Please note the house DOES NOT come furnished. 2 bedrooms on the main floor where the living room and dining room are currently situated. 1 large bedroom in the basement, and 3 bedrooms on the top floor. 1.5 bathrooms in the house and LOTS of storage space.Rent is $1375 per month per person, tenants pay for their own electricity, oil (heat / HW), water and WIFI.MUST HAVE A GROUP OF 7 FRIENDS / ROOMMATES TO SIGN THE LEASE.Parking is available for $125 per month.Laundry is included at no cost. Please reply to this ad with any questions and a little about yourself and your roommates.","Parking Included: 0; Agreement Type: 1 Year; Move-In Date: June 1, 2024; Pet Friendly: Yes; Parking Included: 0 | Size (sqft): Not Available; Furnished: No; Air Conditioning: No; Smoking Permitted: No",House,5,0,1.5,44.6431623,-63.588612,0,0,1,Not Available,0,,904,1989,1033,414,89,65,80,173,328,217,115
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/luxurious-2-bedroom-penthouse-style-suite-on-hollis-street/1676121053,Luxurious 2 bedroom Penthouse Style Suite on Hollis Street,6600,"Hollis Street, Halifax, NS","Welcome to Luxury! Your 2 bedroom suite comes with an exclusive address and spectacular views of the gardens at Government House! Location is superb with amazing places to visit and walking distance to some of the best fine dining in the city. Lavish in high end finishes and quality, built in primary bedroom closet, gas fireplace, hardwood floors, top of the line appliances and much more! Enjoy amenity spaces like a roof top patio, library and entertaining area, guest suite and a gym and concierge next door! If you are looking for quiet, elegant, luxury living in the heart of downtown, you'll want to live at 1441 Hollis Street!","Parking Included: 0; Agreement Type: 1 Year; Move-In Date: April 30, 2024; Pet Friendly: Yes; Parking Included: 0; Utilities Included: Heat, Water | Size (sqft): 2,020; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No | Barrier-free Entrances and Ramps: Yes; Visual Aids: No; Accessible Washrooms in Suite: No",Apartment,2,0,2,44.6454364,-63.5717324,0,1,1,"2,020",0,,1433,600,909,746,86,68,79,266,115,178,188
https://www.kijiji.ca/v-apartments-condos/bedford/1-bedroom-apartment-for-rent-40-bedros-lane/1684189578,1 Bedroom Apartment for Rent - 40 Bedros Lane,2238,"40 Bedros Lane, Bedford, NS, B3M 4X1",Property Amenities Suite Amenities,Parking Included: 0; Agreement Type: 1 Year; Pet Friendly: No; Parking Included: 0 | Size (sqft): 650; Furnished: No; Air Conditioning: No; Smoking Permitted: No,Apartment,1,0,1,44.7000366,-63.6655796,0,0,0,650,0,,10430,11018,2198,2265,98,73,62,1142,1083,318,295
https://www.kijiji.ca/v-apartments-condos/dartmouth/3-bed-2-bath-house-rental/1689101296,3 bed 2 bath House Rental,2200,"Musquodoboit Harbour, NS B0J 2L0","Taking applications for my 3 bed 2 bath house for rent in East Petpeswick. Please note there is a separate basement apartment already occupied in the basement of the house.
3 large bedrooms (2 with walk in closets)
2 large bathrooms with tubs and showers
Large yard with barn and potential opportunity to have farm animals if approved by landlord.
Heat pumps and furnace.
Large driveway with room to park trailers and multiple vehicles. (Basement apartment has their own separate parking)
Can be partially furnished.
Will be a 1-year fixed term lease with the possibility to extend if I am not transferred back to the province. $2200 everything included except furnace oil, lawn care and snow removal. If you do not like the internet service it will be your own responsibility to get separate internet and you will be responsible for the bill.
$1100 damage deposit required upon approval of application.
Credit check required. References required.","Parking Included: 3+; Agreement Type: 1 Year; Move-In Date: September 1, 2024; Pet Friendly: Limited; Parking Included: 3+; Utilities Included: Hydro, Heat, Water | Size (sqft): 1,800; Furnished: Yes; Air Conditioning: Yes; Smoking Permitted: No",House,3,0,2,44.8315694,-63.1234419,3+,1,0,"1,800",1,,78109,77688,71272,74410,43,38,26,5048,5302,4749,4941
https://www.kijiji.ca/v-apartments-condos/bedford/3-bedroom-house-for-rent-in-middle-sackville-halifax-hrm/1689050929,3 Bedroom house for rent in Middle Sackville - Halifax - HRM,2450,"41 Zinnia Lane, Middle Sackville, NS","The house is available for rent as soon as possible. Dishwasher, refrigerator, stove, washer and dryer are offered. The house is partially furnished. House has a private well and septic system. Tenants will be responsible for paying electricity and internet/cable bills.
Nestled in the picturesque community of Indigo Shores, Middle Sackville, within walking distance to McCabe Lake, this charming 3-bedroom house offers a perfect blend of modern comfort and serene forest living. With almost 3 acres of land and only 20 min to downtown Halifax, this home is a true gem for those seeking a peaceful retreat after a busy day.
The location of the house â in the center of the lot and in a dead-end lane â gives you a lot of privacy. Being only two years old, this house complies with all the recent updates of the building code, including 3â wide doors.
The house is light and bright with 29 good-sized windows and glass doors evenly distributed through its two and a half storeys.
The basement is unfinished. Half of the basement is above grade so it has multiple large windows and a glass door.
The main level is exquisitely decorated with white solid wood cabinets and bookcases. The kitchen features a large deep sink, white shaker-style cabinets and an island. At the entrance, you have a built-in wardrobe and a bathroom hiding additional storage above your washer and dryer set. A multi-purpose room that can be used as an office, an at-home library or a kidâs playroom completes this level. Beautiful hardwood stairs take you to the second level where you can see three generously sized rooms designed to ensure maximum living space in every room. All three rooms and a bathroom are full of built-in linens, white solid wood cabinets, a wardrobe and a walk-in closet to allow adequate storage.
Outside the house, thereâs a very long driveway with a landing to fit multiple vehicles. The property has a lawn area in the backyard and a rustic flowerbed in front of the house.
After a short walk you will find a beautiful 185 sq ft cottage made from premium grade kiln-dried northern spruce with a small cozy woodstove and a large loft that can fit a king-size bed. The roof and the floor are Styrofoam insulated. A large 72 sq ft deck made of 2-inch pressure-treated lumber perfectly completes the cabin.","Parking Included: 3+; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Limited; Parking Included: 3+; Utilities Included: Water | Size (sqft): 1,792; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,3,0,1.5,44.7904771,-63.7621176,3+,1,0,"1,792",0,,26776,25705,18680,18551,89,65,80,1602,1689,971,946
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/room-for-rent-in-three-bedroom-house/1688959735,Room for rent in three bedroom house,1100,"Abbey Rd, Halifax, NS B3P",A Room is available in three bedrooms house for two people and everything including in rent...,"Parking Included: 1; Agreement Type: Month-to-month; Move-In Date: April 1, 2024; Pet Friendly: No; Parking Included: 1 | Size (sqft): 14; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,1,0,1,44.6274277,-63.6212776,1,0,0,14,0,,5713,5569,1614,1920,0,0,9,753,695,212,248
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/apartment-for-rent:-3-bedroom-1-bath-may-1st-lease-start-date/1688922163,"Apartment for Rent: 3 Bedroom, 1 Bath - May 1st Lease Start Date",2900,"Liverpool Street, Halifax, NS","Three-bedroom upper floor unit of a newly renovated duplex house, with a deck, located in the West End, near the Halifax Forum. Central location with convenient access to bus routes going to Dal, MSVU, and SMU. Rent includes water; tenants will pay other utilities. Parking is available. Appliances include:
- washer & dryer
- common kitchen appliances (fridge, stove, dishwasher) The unit is available under a one-year fixed-term lease starting May 1st, 2024. Rent includes water. References and financial information are required. No smoking, no pets (cats ok, but limited). If you are interested, you will be asked to provide your work and income history (or the same from a guarantor), number of potential tenants, and two relevant references.","Parking Included: 1; Agreement Type: 1 Year; Move-In Date: May 1, 2024; Pet Friendly: Yes; Parking Included: 1; Utilities Included: Water | Size (sqft): 1,000; Furnished: No; Air Conditioning: No; Smoking Permitted: No",Apartment,3,0,1,44.6526017,-63.6092658,1,1,1,"1,000",0,,2618,2869,951,1157,38,44,,425,494,183,225
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-in-halifax-for-march/1684095786,4 Bedroom House in Halifax for March,3995,"12 Palmer Hill, Halifax, NS, B3N 1S5","This beautiful home is located on a private road in Fairmount - Halifax, NS. Over 4400 SF of living space featuring 4 bedrooms, 3 full and 1 half bath, main floor family room with fireplace, living room, dining room and spacious office/den/bdrm. The huge eat in kitchen boasts of granite counter-tops, center island, abundance of cabinetry & stainless steal appliances. The Master Suite boasts a fireplace, large walk in closet as well as a spa like customized 5 pc en-suite with double air jet tub, separate shower, double sinks & beautiful built ins. Large 14 X 14 rear deck features a covered gazebo. 3 bedroom, 3 baths (4,400 sq ft) $3995 Available: March 1, 2024 Appliances: Fridge Stove Dishwasher Microwave Washer Dryer Garburator Parking: 2 Driveways/Two Garages Policies: No Pets To find out more or schedule a viewing please contact: Catherine Harkins Leasing Agent Tel: 902-444-7368 (RENT) Email: charkins@paramountmanagement.ca","Parking Included: 0; Agreement Type: 1 Year; Move-In Date: March 1, 2024; Pet Friendly: No; Parking Included: 0 | Size (sqft): 4,400; Furnished: No; Air Conditioning: No; Smoking Permitted: No",House,3,0,3,44.6413012,-63.6301224,0,0,0,"4,400",0,,4333,4189,1762,1656,89,65,80,641,584,313,272
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-055-large-furnished-home-in-desirable-eaglewood-bedford/1683309158,"23-055 Large furnished home in desirable Eaglewood, Bedford",4000,"Peregrine Crescent, Bedford, NS, B4A 3B9","Description Fully Furnished Four Bedroom home in Fabulous Eaglewood Neighborhood in Bedford. This home provides so much space! Large eat-in kitchen, laundry room, powder room, formal dining room, den, family room and living room all on one level! Patio doors off kitchen and family room lead to lovely private deck and yard. Four bedrooms upstairs, the large primary with walk in closet and 5-pce ensuite bath with soaker tub and double vanity. Side entrance foyer heads left into the main living space, step up to in-law suite with bedroom and full bath or step down to double garage. The basement is high and dry with plenty of storage space, a cold room, utility room and work bench. While the homes carpet and furnishings may be rather dated it is absolutely immaculate and move-in ready. Ducted heat pump provides efficient heating and cooling. No Smokers and No Pets Please. Available now for a minimum of 6 months. Halifax Quality Homes for Rent Ltd. Tel: 902-445-4952 For a complete list of available houses, flats and condos visit us at: www.HalifaxQualityHomes.com","Parking Included: 3+; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: No; Parking Included: 3+; Utilities Included: Hydro, Heat, Water | Size (sqft): Not Available; Furnished: Yes; Air Conditioning: Yes; Smoking Permitted: No",House,4,0,3.5,44.7245135,-63.6499467,3+,1,0,Not Available,1,,13895,12823,9024,6258,51,53,56,1037,1124,726,622
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/may-1st-stunning-family-home-lake-hot-tub-hammond-plains/1687170619,MAY 1st -  STUNNING FAMILY HOME LAKE + HOT TUB - HAMMOND PLAINS,3500,"324 Kingswood Drive, Hammonds Plains, NS, B4B 1M1","Description Stunning Lakefront Home Kingswood Drive, Hammonds Plains. Available May 1stRent is $3500 + UtilitiesFeatures Include:Gorgeous Kitchen with amazing long antique granite island 4 bedrooms 2.5 Bathrooms Mature Apple Trees Hot Tub Detached garage Shed Lake in backyard for paddle boarding, kayaking or skating in winter Decks and large yardFenced in Garden Area Pet Friendly Total living space is 3059 Square footage Professionally Managed bywww.happyplacepm.comHeat is oil and heat pumpWater is included Contact rent@happyplacepm.com to schedule a viewing and for an application package.","Parking Included: 3+; Agreement Type: 1 Year; Move-In Date: May 1, 2024; Pet Friendly: Yes; Parking Included: 3+; Utilities Included: Water | Size (sqft): Not Available; Furnished: No; Air Conditioning: No; Smoking Permitted: No",House,4,0,2.5,44.6988205,-63.7542539,3+,1,1,Not Available,0,,22051,21067,8731,8602,42,32,14,1808,1689,757,732
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/waterfront-home-on-northwest-arm-available-april/1688990297,Waterfront home on Northwest Arm available April,3475,"Halifax, NS B3P 2B3","Imagine having your morning coffee overlooking the water? This beautifully totally updated home on the North West Arm has 2 bedrooms, 2 bathrooms, 2 independent office/work spaces and 2 living spaces. The kitchen is bright and open concept. Imagine waking up to sailboats passing and eagles flying overhead. Deadman's Island and Armdale Yacht Club offer spectacular views while enjoying the west facing living room windows. Move in date is flexible but available from April 1.
This home is perfect for 2 couples or 2 people who work from home. There are 2 separate living rooms and the office spaces are at opposite ends of the house. Very much country living in the City!!
Double soaker bathtub, heated towel racks, 2 heat pumps and propane fireplace.
Fantastic water views with large windows in every room. Non smoking property.","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Limited; Parking Included: 2 | Size (sqft): 1,700; Furnished: No; Air Conditioning: Yes; Smoking Permitted: No",House,2,1,2,44.6342678,-63.6131573,2,0,0,"1,700",0,,4600,4456,2053,1947,0,0,15,604,546,281,239
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/16-105-spacious-furnished-apartment-in-kingswood-subdivision/1686110924,16-105 Spacious FURNISHED apartment in Kingswood subdivision,1800,"Kingswood Drive, Hammonds Plains, NS, B4B 1M2","Description Spacious and comfortably furnished one bedroom apartment in popular Kingswood subdivision off the Hammonds Plains Road. This is an entirely self-contained apartment over the garage of the main house. ALL UTILITIES, CABLE AND INTERNET INCLUDED. Separate entrance and private deck overlooking the lush backyard. Open concept living room and dining area with fully equipped kitchen. Breakfast bar. Laundry facilities. There is a 3-piece bath with stand-up shower. Large and comfortable bedroom. Perfect for a single person or professional couple. Non-smokers only. A small pet may be considered. Available now. Prefer one year but lease term flexible. Halifax Quality Homes for Rent Ltd. Tel: 902-445-4952 For a complete list of available houses, flats and condos visit us at www.HalifaxQualityHomes.com","Parking Included: 1; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Limited; Parking Included: 1; Utilities Included: Hydro, Heat, Water | Size (sqft): Not Available; Furnished: Yes; Air Conditioning: No; Smoking Permitted: No",Apartment,1,0,1,44.7019702,-63.7553912,1,1,0,Not Available,1,,21688,20703,8367,8238,40,47,27,1581,1660,728,704
https://www.kijiji.ca/v-apartments-condos/dartmouth/two-bedroom-house-for-rent/1688887631,Two bedroom house for rent,1800,"9 Novawood Dr, Dartmouth, NS B2W 1B8","Two bedroom house for rent
Newly renovated
Oil fired furnace is heating in the house
All utilities are tenant responsibility","Parking Included: 2; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Limited; Parking Included: 2 | Size (sqft): 800; Furnished: No; Air Conditioning: No; Smoking Permitted: No",House,2,0,1,44.6464318,-63.5374595,2,0,0,800,0,,2106,8801,6471,4287,2,7,9,289,1040,899,548
https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-018-south-end-halifax-gorgeous-upgraded-home/1686076397,24-018 South End Halifax. Gorgeous upgraded home.,3300,"South Street, Halifax, NS, B3J 1A4","Description Fully updated 4-level home in the South End of Halifax! Brimming with architectural ingenuity inspired by one of Canada's most renowned architects. From the foyer with half bath, you step up to the main floor with 2-storey wall of windows flooding the space with natural sunlight! Gorgeous living space with hardwood flooring, pellet stove and sunroom opening to patio. Ultra modern kitchen with breakfast bar, quartz counters and high-end appliances including a dual oven. Brilliant space for entertaining! One level up you will find another large sitting area with primary bedroom and fully renovated bath. Additional loft level makes a perfect home office, cozy den or gym. The basement houses a 2nd bedroom, full bath with laundry and access to your very own heated and wired garage. Private backyard with deck is fully fenced. Walking distance to downtown, hospitals and universities. The Halifax boardwalk, Farmers Market and some of Halifaxs best restaurants are right at your doorstep! No Smokers Please. Well-behaved pet will certainly be considered. This stunning home is available for rent now for a minimum of one year. Halifax Quality Homes for Rent Ltd. Tel: 902-445-4952 For a complete list of available houses, flats and condos visit us at www.HalifaxQualityHomes.com","Parking Included: 1; Agreement Type: 1 Year; Move-In Date: April 1, 2024; Pet Friendly: Limited; Parking Included: 1; Utilities Included: Water | Size (sqft): Not Available; Furnished: No; Air Conditioning: No; Smoking Permitted: No",House,2,0,2.5,44.6393409,-63.5729328,1,1,0,Not Available,0,,931,399,331,289,27,38,25,171,84,76,81
